from_stop_id,to_stop_id,transfer_type,min_transfer_time
3807590,1665,2,270
1834,4037172,2,226
2030,4037216,2,259
1834,4037173,2,210
1825,3926246,2,671
1834,4037171,2,266
2030,4037215,2,241
1997,4770171,2,261
1997,4770170,2,270
3716925,2117,2,208
3764748,2364,2,625
2364,3887780,2,643
2186,4472986,2,261
1825,3764967,2,629
4036884,2186,2,270
2186,4472985,2,270
2030,2084,2,223
1825,3764966,2,235
1825,5151512,2,229
2185,2186,2,80
1825,5151511,2,254
3765234,1687,2,188
1825,5151510,2,235
4472544,2497,2,242
4726703,2475,2,264
3813138,2149,2,205
3813113,1825,2,225
2404,4036786,2,243
2404,4036787,2,221
5688958,2339,2,266
4009667,2364,2,671
1687,1637,2,110
2186,4472998,2,210
4009617,1825,2,226
3813039,1825,2,629
5688934,2339,2,267
4037251,1825,2,252
1825,3764995,2,625
2364,3887778,2,700
1825,3764994,2,610
1825,3764996,2,287
2364,3887779,2,672
1824,2364,2,368
2149,4035037,2,191
2149,4035036,2,208
3813137,2030,2,284
3813138,2030,2,205
3764758,2364,2,643
2475,5151514,2,270
2094,3765270,2,227
2365,2364,2,307
4037296,1825,2,700
3764438,1997,2,231
4472543,1687,2,252
2339,3748067,2,199
4471735,1794,2,243
3812934,2475,2,270
2339,3748066,2,188
3749893,1657,2,187
2475,3887783,2,270
4439518,2404,2,243
2364,3926186,2,241
2364,3926187,2,254
6217400,1687,2,242
2030,4008222,2,191
3672169,1834,2,226
2475,4037008,2,270
4726761,2364,2,658
1644,5582590,2,235
2525,1763,2,90
2030,4008223,2,208
3749941,1657,2,223
2537,5289113,2,269
4036883,1997,2,279
2217,3764829,2,285
3716925,2068,2,208
1825,4037002,2,671
6217406,2030,2,191
1825,4037003,2,254
1825,4037004,2,225
3765233,1687,2,222
3812975,2364,2,610
2186,4770192,2,210
5454881,2404,2,216
3813002,2122,2,226
3749894,1657,2,198
3764438,2186,2,231
3749892,2135,2,263
4726702,1781,2,208
4767045,1794,2,243
4473148,2364,2,225
2391,4473030,2,208
1825,3926186,2,241
2364,3687413,2,648
2364,3687412,2,252
2030,4008385,2,191
1794,3893448,2,203
2364,3687415,2,700
2364,3687414,2,672
2030,4008284,2,191
1825,3926189,2,672
2543,3813091,2,288
5727648,1780,2,297
1825,3926188,2,629
2364,3687411,2,252
1825,3926187,2,254
2364,2366,2,113
2543,3813092,2,237
2217,3764830,2,284
2030,4008285,2,191
2081,3765294,2,207
5682055,2186,2,261
5454936,1794,2,216
4022899,2030,2,259
3672236,2339,2,226
1648,2404,2,116
1794,3893445,2,248
2339,2302,2,180
3747942,2094,2,189
1794,3893446,2,214
5018411,1794,2,214
1794,3893447,2,216
3716896,2068,2,216
5675639,2068,2,196
2068,4035984,2,196
1997,4378089,2,223
5121381,2364,2,235
1997,4378088,2,205
5682054,1997,2,270
3764540,2404,2,216
3764540,1794,2,216
3716964,2068,2,196
3749892,2016,2,263
2068,4035985,2,216
2068,4035986,2,208
2186,4770170,2,270
2068,4035987,2,216
2186,4770171,2,261
1825,3926190,2,700
3813115,1825,2,658
3812976,1825,2,628
5688959,1834,2,226
4036883,2186,2,279
2339,2338,2,90
3764528,2404,2,199
2339,1651,2,200
1997,3764627,2,261
1834,3748066,2,188
5688935,2339,2,188
1834,3748067,2,199
3747942,2081,2,189
1997,3764629,2,210
1997,3764628,2,270
1997,4378105,2,223
4022899,2149,2,259
2364,4473029,2,229
2081,3765270,2,227
2149,5018183,2,203
1825,4037037,2,648
2364,4473027,2,235
2364,4473028,2,254
2149,5018181,2,279
1834,4037244,2,199
2149,5018182,2,257
4146116,1834,2,266
4472544,1687,2,242
5454923,1794,2,243
3812935,2475,2,256
1997,4770192,2,210
2339,5657318,2,266
2339,5657319,2,199
3343756,1657,2,180
3764527,2404,2,243
1998,1997,2,156
1782,1781,2,97
1826,2364,2,396
2117,2211,2,900
2403,1794,2,90
1781,5289111,2,208
1825,3887780,2,643
1825,4472992,2,671
2391,5289111,2,208
1825,4472993,2,252
1825,4472994,2,252
1825,4472995,2,648
3765236,2497,2,225
2030,3740315,2,201
4036885,2186,2,197
3764439,2186,2,261
2364,3887812,2,658
3716924,2068,2,196
3812934,1665,2,270
3764785,2364,2,625
1825,3887778,2,700
1825,3887779,2,672
1687,4008855,2,242
1834,3748086,2,190
1687,4008856,2,252
2149,4037216,2,259
3812935,1665,2,256
1834,3748085,2,226
3813156,2364,2,671
2149,4037215,2,241
3813114,1825,2,636
1834,3748084,2,266
4726761,1825,2,658
3754199,1997,2,211
4036881,2409,2,247
2030,3740325,2,203
3813114,2364,2,636
4009620,2364,2,700
5018435,1794,2,230
5121381,1825,2,235
4146116,2339,2,266
2364,4037002,2,671
4767045,2404,2,243
2364,4037001,2,672
2364,4037000,2,700
4739165,2068,2,208
2364,5121373,2,254
4037767,2149,2,259
2364,5121372,2,226
2030,2545,2,277
2404,3893371,2,203
2364,4037004,2,225
2364,4037003,2,254
2364,5121374,2,222
1763,5138046,2,261
4009619,2364,2,672
3764757,1825,2,645
2030,4008849,2,208
2404,3893370,2,216
2030,4008848,2,191
1825,3442433,2,625
4009618,2364,2,648
1825,3442432,2,610
1825,3442436,2,243
5682054,2186,2,270
1825,3442435,2,287
1763,5138191,2,188
1825,3442434,2,645
1763,5138190,2,261
2186,3764670,2,261
2404,3893369,2,248
2186,3764671,2,210
2030,4035036,2,208
1794,3893371,2,203
2030,4035037,2,191
1794,3893370,2,216
4037297,2364,2,671
5018410,1794,2,248
3764748,1825,2,625
4473150,1825,2,629
3672236,1834,2,226
2149,2084,2,218
2363,1825,2,367
1687,3740323,2,251
3813113,2364,2,225
2528,2404,2,102
4036881,1763,2,247
2339,2371,2,90
1687,3740322,2,252
1687,3740321,2,267
4037767,2030,2,259
5675645,2068,2,216
1834,5657319,2,199
3813156,1825,2,671
1825,4037000,2,700
4726762,1825,2,671
1825,4037001,2,672
3716896,2117,2,216
2364,3764966,2,235
5688958,1834,2,266
1834,5657318,2,266
2364,3764967,2,629
1794,3893369,2,248
